SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
Srp54a,24067,signal recognition particle 54A,-0.28608914956690246,5.750412100014889,-1.8927751453400226,0.08626653881649421,0.31937819951119845,-5.592838396254791
Def6_1,NA,NA,0.3389189134126802,6.522459080843882,1.8926227266704672,0.08628849841774813,0.31937819951119845,-5.61137105353598
Ipo9,226432,importin 9,0.2802851375713731,6.785871253000632,1.8921302142074388,0.08635949214104097,0.3195371491998343,-5.609574275413452
Fbxo15,50764,F-box protein 15,-0.6920355284330333,0.8472579088058325,-1.891975454510515,0.08638181129850502,0.3195371491998343,-4.618990135259057
Dgkd,227333,"diacylglycerol kinase, delta",0.4846664065868369,7.9526690254595005,1.8975756053002237,0.08653025118193115,0.3199691726291094,-5.577167316121905
Eif1a,13664,eukaryotic translation initiation factor 1A,-0.3304220612486839,6.082506371361474,-1.890761980024652,0.08655700145666458,0.3199691726291094,-5.603999649927806
Zfp638,18139,zinc finger protein 638,-0.2789651383326719,7.540838837017701,-1.8906425822608335,0.0865742567493484,0.3199691726291094,-5.589012184329422
Adck5,268822,aarF domain containing kinase 5,-0.4441971834772671,4.6942646639827,-1.8907697374083663,0.08663002130529568,0.3200820356207314,-5.493488273765263
Exph5,320051,exophilin 5,-0.9914923508531739,-0.5204223531482249,-1.8942731309252157,0.08665785907915026,0.32009167860153087,-4.876026102781347
Thsd1,56229,"thrombospondin, type I, domain 1",1.0117381729753672,0.22674740974992236,1.8891548067071982,0.08678953625347936,0.32048476018164906,-4.523417503846716
Gtf3c3,98488,"general transcription factor IIIC, polypeptide 3",-0.3560072722687977,4.808729176861432,-1.888206424586964,0.08692702446257473,0.3208093757371994,-5.478044895735963
Rarg,19411,"retinoic acid receptor, gamma",-0.48215043883593545,5.553145910155107,-1.895143939812222,0.08692801338150155,0.3208093757371994,-5.58905431917721
Gm9840,NA,NA,-0.48153481917398056,4.172790324291503,-1.8859138840201912,0.08726020959024326,0.3218558413354439,-5.3915326933726835
Trim11,94091,tripartite motif-containing 11,0.32189941250725695,6.77150181381333,1.88589950893767,0.08726230250582653,0.3218558413354439,-5.620546364931933
Ercc8,71991,"excision repaiross-complementing rodent repair deficiency, complementation group 8",-0.28957982469402577,4.332272736505354,-1.885303915030337,0.08734905779600324,0.3220642963852617,-5.423430123854502
Slc27a3,26568,"solute carrier family 27 (fatty acid transporter), member 3",0.8938999890600615,1.3143469081438217,1.8851630639421497,0.08736958607803207,0.3220642963852617,-4.742786339679429
Fam65c,NA,NA,-0.7934639143121466,0.3775084185957006,-1.884299443888647,0.0874955515672326,0.3224349573874665,-4.729025416386986
Orc1,18392,"origin recognition complex, subunit 1",0.4266533750372563,4.21169381413551,1.8840450892714813,0.08753268309850147,0.32247813099703443,-5.4086280437987675
Rere_1,NA,NA,-0.27382323967218003,6.569580952110275,-1.883633978076503,0.08759272927698426,0.3226056746201383,-5.623052068529968
Ddx55,67848,DEAD box helicase 55,0.29078780160750384,5.5230971861518565,1.8833505517730103,0.08763414819646088,0.3226645595811653,-5.567685648909901
Abi2,329165,abl interactor 2,-0.4097844298302631,2.6235960729715484,-1.8827495513923818,0.08772203617254132,0.32289445748685935,-5.235384595301535
Dld,13382,dihydrolipoamide dehydrogenase,-0.27891859578839817,6.724923303407194,-1.8817582333236664,0.08786718073168531,0.3233349156391019,-5.623432020445886
Thy1,21838,"thymus cell antigen 1, theta",0.2574705733826086,9.341630506841083,1.8807264007452766,0.08801849296084231,0.32379780767966576,-5.532995432941255
Masp2,17175,mannan-binding lectin serine peptidase 2,0.886831254513326,0.8095465899055074,1.8803942157885682,0.08806725715935637,0.3238832924167866,-4.4835350704342485
Me2,107029,"malic enzyme 2, NAD(+)-dependent, mitochondrial",0.383390792628715,6.928555529086506,1.8799225429485398,0.08813654083457799,0.32401815906662373,-5.628864711865367
Mad2l2,71890,MAD2 mitotic arrest deficient-like 2,0.37227783582719365,3.4030380853647584,1.8797969093383435,0.08815500355438091,0.32401815906662373,-5.273339332874169
Eef1e1,66143,eukaryotic translation elongation factor 1 epsilon 1,-0.5255841897416209,4.736128291160495,-1.8836659930471755,0.08819434345476741,0.3240575906918575,-5.469451941493007
Diaph1,13367,diaphanous related formin 1,0.310080934687873,7.8301997163219506,1.879372754332531,0.08821736243797094,0.3240575906918575,-5.598367379317271
Cstf1,67337,"cleavage stimulation factor, 3' pre-RNA, subunit 1",-0.2770172435574114,5.494911093071233,-1.8792028498060505,0.08824235307695207,0.3240575906918575,-5.578361451412194
Plcb3,18797,"phospholipase C, beta 3",-0.3395606156403943,3.7317619947227714,-1.878838703121476,0.08829593612006587,0.32416054325561217,-5.383388908755983
Nampt,59027,nicotinamide phosphoribosyltransferase,-0.3524733310684294,6.482955851152038,-1.8783794349225804,0.08836355885577782,0.3243149652190075,-5.628434463401349
Sf3a2,20222,"splicing factor 3a, subunit 2",0.3053755682745871,6.006267402207829,1.8780846196006271,0.08840699272729784,0.3243805447437695,-5.617013509187362
Tmx1,72736,thioredoxin-related transmembrane protein 1,-0.37374183923060844,6.185803942359023,-1.877825945576431,0.08844511829844007,0.32442661490910885,-5.628678832842285
1700007G11Rik,NA,NA,-1.3209172964548304,2.544468075419482,-1.8892549437554813,0.08852736976267052,0.3246217756541821,-4.743668275965653
Mafk,17135,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)",0.4812161666614019,6.318847901643087,1.8850475341219333,0.08854949287035974,0.3246217756541821,-5.625037207813861
Fbxo24,71176,F-box protein 24,-0.4320925791221901,4.7879017107986,-1.8769075092772474,0.08858615687123707,0.32466237965980815,-5.526268816660697
Sf3b4,107701,"splicing factor 3b, subunit 4",0.2503634848064671,5.281083031676202,1.8760204237672609,0.0887116546160631,0.32502843597129905,-5.556620871070061
Lgals4,16855,"lectin, galactose binding, soluble 4",0.5965502309247652,3.819662256662421,1.8783368286993374,0.08881831137939894,0.3253252698561818,-5.307925588058998
Sephs2,20768,selenophosphate synthetase 2,0.26924040938688165,5.262336410897599,1.8749686907377727,0.08886725615196653,0.3254106049224102,-5.5773317312579085
Fam169a,320557,"family with sequence similarity 169, member A",0.4827449444584846,4.2347703043986415,1.8747930981015484,0.08889325922302532,0.3254119079693437,-5.4172820575142815
Senp8,71599,"SUMO peptidase family member, NEDD8 specific",-0.6129406554831749,2.081729054381778,-1.8741596083198524,0.08898712952743969,0.3256615804569238,-5.010738958724354
Fbxo25,66822,F-box protein 25,-0.29289625381111417,4.788213898363877,-1.873841130604594,0.08903435600954472,0.3256647667573772,-5.560452572987801
Marcksl1,17357,MARCKS-like 1,-0.9437810975077054,4.096699450911143,-1.9230740052077686,0.08903933447992919,0.3256647667573772,-5.467942358945709
Zfpm1,22761,"zinc finger protein, multitype 1",-0.27079477876934366,6.169700785370947,-1.873333699387727,0.08910964986657155,0.3258232163404577,-5.6373825960484405
Smurf2,66313,SMAD specific E3 ubiquitin protein ligase 2,-0.37407805898223057,6.65388468367608,-1.8731695782792943,0.08913401512592439,0.3258232163404577,-5.635123391365653
Asb6,72323,ankyrin repeat and SOCS box-containing 6,0.3137400650699069,5.682038924533958,1.8728374330530997,0.08918334389891272,0.32590963922505894,-5.617344911767187
Stk40,74178,serine/threonine kinase 40,-0.2806817639292323,5.821376744638148,-1.8724150559900987,0.08924610991044546,0.32604510294953415,-5.638593053138284
Prpsap1,67763,phosphoribosyl pyrophosphate synthetase-associated protein 1,0.25213634213892355,6.235037431889396,1.8720425558902751,0.08930149794439513,0.32615354229087085,-5.640020913242745
Zfp780b,338354,zinc finger protein 780B,-0.6150262541497709,3.8007098293625816,-1.875682215708703,0.08936924570722415,0.3263070473477007,-5.337203496568523
Gbp8,76074,guanylate-binding protein 8,0.3518099876598475,7.713873427220837,1.8712338343418402,0.08942185813342447,0.32640521749047463,-5.633853936724017
Asun,NA,NA,0.26031705752321255,4.960968897567754,1.8706103302816823,0.08951475500561096,0.3265056857267782,-5.527026349322697
St7,64213,suppression of tumorigenicity 7,0.2956684629773587,4.506342787375727,1.8705863636226896,0.08951832761335812,0.3265056857267782,-5.468855022330598
Fas,14102,Fas (TNF receptor superfamily member 6),-0.2812492672503959,6.499763402463609,-1.8704375189308524,0.0895405182034594,0.3265056857267782,-5.642464032883327
Nup98,269966,nucleoporin 98,0.2798441687102722,6.842838794125687,1.870358397885902,0.0895523160726031,0.3265056857267782,-5.64115893740584
Gm40595,105245097,"predicted gene, 40595",0.4975012161358854,3.6416008175594494,1.8700319396568894,0.08960100996600073,0.3265067995696954,-5.27427420744614
Rnf135,71956,ring finger protein 135,-0.339458013687608,4.511460520010129,-1.8698495518276468,0.08962822522625144,0.3265067995696954,-5.492012584738004
Uqcrc2,67003,ubiquinol cytochrome c reductase core protein 2,-0.333011521504452,7.609756987256917,-1.869838851634961,0.08962982210760159,0.3265067995696954,-5.6116210373976685
Gm38457,102634072,"predicted gene, 38457",-0.9608185060990881,0.433754292045586,-1.8695524368420968,0.08967257599535806,0.326568784221901,-4.613701557360029
1110034G24Rik,NA,NA,-0.35448743508371994,4.149397008679035,-1.8692477231529796,0.08971808206386236,0.3266407532930518,-5.424365357484635
Rps6kb1,72508,"ribosomal protein S6 kinase, polypeptide 1",0.25752500550120505,6.920520903168074,1.868853875530179,0.08977693099522953,0.32667590485754094,-5.645875804350665
Tmtc3,237500,transmembrane and tetratricopeptide repeat containing 3,-0.5920610725840056,1.964618606329618,-1.8688384889582113,0.08977923078800798,0.32667590485754094,-5.086431568333351
Bloc1s1,14533,"biogenesis of lysosomal organelles complex-1, subunit 1",-0.4032768704899983,4.945065140263776,-1.8686329282885874,0.08980996064542071,0.3266831162063128,-5.57705641209725
Mmgt2,216829,membrane magnesium transporter 2,-0.28408714002885027,4.243715205435482,-1.8682100999266094,0.08987320098515304,0.3266831162063128,-5.4820873956223926
C330018D20Rik,77422,RIKEN cDNA C330018D20 gene,-0.3928910088575144,4.205809064415777,-1.8681725412107975,0.08987882044189505,0.3266831162063128,-5.4372302725039114
Ei24,13663,etoposide induced 2.4 mRNA,-0.24948512466910344,6.257156460831233,-1.868136572617536,0.08988420229163288,0.3266831162063128,-5.646512294256051
Npdc1,18146,"neural proliferation, differentiation and control 1",0.5646445642932254,1.790049072818985,1.8677712884278765,0.08993887527685594,0.32670857563522,-5.102501781135221
Ddx54,71990,DEAD box helicase 54,0.2588745138862514,7.044540585948501,1.8677457015577963,0.08994270607612102,0.32670857563522,-5.642668912466505
Bace1,23821,beta-site APP cleaving enzyme 1,0.6989377512270666,1.3821616155057785,1.8671911772517154,0.09002576498790468,0.3269166875118874,-4.774328926609888
Nufip2,68564,nuclear fragile X mental retardation protein interacting protein 2,-0.31003487586068434,6.908368774850772,-1.8666916177946111,0.09010065160681026,0.3270190913869044,-5.647489750069203
Ift43,76411,intraflagellar transport 43,-0.8135440605097333,0.6897795290826378,-1.867156892978342,0.09010551257003607,0.3270190913869044,-4.94748116132169
Rab3gap2,98732,RAB3 GTPase activating protein subunit 2,-0.233202433126392,6.086748498558683,-1.866367801844538,0.09014922402394651,0.3270841734103041,-5.64875548740285
Pi4k2a,84095,phosphatidylinositol 4-kinase type 2 alpha,0.27245597734112437,6.083169216539626,1.8652451685493168,0.09031780613711138,0.3275373946597462,-5.64962914841068
Fam234b,74525,"family with sequence similarity 234, member B",0.42083019159500346,6.340065484024151,1.8681906911242254,0.09032576796299274,0.3275373946597462,-5.647201370318662
Vps35,65114,VPS35 retromer complex component,-0.41287690365865615,6.9730692366333935,-1.8655376268529575,0.09057223395416222,0.32833728697440295,-5.637610346150376
Gnb1l,13972,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",0.8063924168900405,4.987069042298108,1.9118800652393966,0.09061161558116047,0.32838622636211484,-5.581377822733749
Pck2,74551,phosphoenolpyruvate carboxykinase 2 (mitochondrial),-0.8317901029470325,1.4800057142580583,-1.8734690342423173,0.09073171316579089,0.3287275775692618,-5.167644628559051
Cbx3,12417,chromobox 3,-0.4138208623373192,6.300604475895916,-1.8641094298918457,0.09082723639990851,0.3289797246480272,-5.64931667880769
Tmem51_1,NA,NA,1.4584367658351733,-0.6720633771762012,1.8644828673825122,0.09101491639811347,0.3295092550301008,-4.547689995293995
Ppdpf,66496,pancreatic progenitor cell differentiation and proliferation factor,0.38471595590622165,5.265980298949812,1.8604542648786748,0.0910405120198802,0.3295092550301008,-5.590925134398224
LOC102633156,NA,NA,-0.5051920979280478,2.2657475541962295,-1.8601363416625958,0.09108865867181397,0.3295092550301008,-5.059109419610455
4931406C07Rik,70984,RIKEN cDNA 4931406C07 gene,-0.3614110577083971,2.8628968771517656,-1.8598530352588547,0.09113158268153956,0.3295092550301008,-5.231205956463388
Men1,17283,multiple endocrine neoplasia 1,0.331548960088635,4.719777643280416,1.8594350213484012,0.09119495038356981,0.3295092550301008,-5.497791775963325
Men1_1,NA,NA,0.331548960088635,4.719777643280416,1.8594350213484012,0.09119495038356981,0.3295092550301008,-5.497791775963325
Gnb1l_2,NA,NA,0.8053784818552128,4.982049876053354,1.9077621838472933,0.09119734987719476,0.3295092550301008,-5.587391515691318
Dus3l,224907,dihydrouridine synthase 3-like (S. cerevisiae),0.36265548872374875,5.888893588516197,1.8594107871533871,0.09119862534630332,0.3295092550301008,-5.633172099804106
F830016B08Rik,240328,RIKEN cDNA F830016B08 gene,-1.0904685389931874,1.2701461779977987,-1.867105250424614,0.09120716453859662,0.3295092550301008,-4.870916495502382
LOC108169182,NA,NA,-0.5908231985383909,3.9548469912125066,-1.8605189225306988,0.09127834913159559,0.32960819295334526,-5.284817075655861
Wnt10b,22410,"wingless-type MMTV integration site family, member 10B",0.9886647382394306,0.8371390276195051,1.8593242521216637,0.09128650615054029,0.32960819295334526,-4.794449367106317
She,214547,src homology 2 domain-containing transforming protein E,-1.42280489177294,-0.7456223393116533,-1.8578249619905443,0.09143940250182343,0.33003023016584293,-4.360770813534547
Adgra3,70693,adhesion G protein-coupled receptor A3,-0.8956157869902871,0.3748081534596391,-1.8577196441215562,0.09145541371871876,0.33003023016584293,-4.685940200555404
Nadk,192185,"NAD kinase",-0.2402566899758245,6.7190795096063844,-1.8572493762008657,0.09152693890890572,0.3301944273176559,-5.660040680078516
Ndrg2,29811,N-myc downstream regulated gene 2,0.608864883951717,1.376915474479165,1.8568683658176077,0.091584926290314575,0.3303081003435987,-4.8155779910128045
H2-Q8,15019,"histocompatibility 2, Q region locus 8",0.31813730194917067,7.231298502276749,1.8565911295854196,0.0916271411640299,0.3303081003435987,-5.6447537339605365
Nme7,171567,NME/NM23 family member 7,-0.3856341273558055,4.156837020252958,-1.8565293724779666,0.09163654738410053,0.3303081003435987,-5.451907558228346
Wdr4,57773,WD repeat domain 4,0.3234999419105886,5.448895755999856,1.855973151958323,0.09172130536739466,0.33051971670022817,-5.583428429615059
G2e3,217558,G2/M-phase specific E3 ubiquitin ligase,-0.42487751740285784,4.839086970917189,-1.8557889558722862,0.09174938943951019,0.33052704520400494,-5.489587723376844
Zfp68,24135,zinc finger protein 68,-0.27638562089841656,5.962619993176034,-1.8554583285186925,0.09179981950781924,0.3306148481167217,-5.664201456335309
Kdelc1,NA,NA,-0.42037222206648517,3.740671677619414,-1.8551617086969918,0.09184508418013171,0.33068400342721654,-5.4463623529185545
Scap,235623,SREBF chaperone,0.25351983606158157,6.476136720463687,1.8544676083364149,0.09195108535490049,0.33097173644907163,-5.669688798728311
Mtrf1,211253,mitochondrial translational release factor 1,-0.4218852866884202,2.4009151153346275,-1.8537108747471853,0.09206678003957633,0.3312941875048623,-5.135407352820312
Def6,23853,differentially expressed in FDCP 6,0.33894962567322917,6.456478431245016,1.8524677756428038,0.09225712456633653,0.331692561618983,-5.672438812028322
